model,dataset,category,seed,condition,ctype,severity,rescue,image_index,is_anomalous,anomaly_score,experiment
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,40,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,41,1,0.993043065071106,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,42,1,0.749735951423645,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,43,1,0.7545509934425354,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,44,1,0.6568629145622253,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,45,1,0.6340409517288208,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,46,1,0.6399481296539307,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,47,1,0.9272624850273132,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,48,1,0.8322395086288452,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,49,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,50,1,0.7773635387420654,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,51,1,0.8112971186637878,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,52,1,0.8525093197822571,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,53,1,0.6712967753410339,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,54,1,0.6476285457611084,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,55,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,56,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,57,1,0.8625842332839966,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,58,1,0.6580126285552979,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,59,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,60,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,61,1,0.6154001355171204,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,62,1,0.6081365346908569,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,63,0,0.6070071458816528,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,64,0,0.6425972580909729,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,65,0,0.6285980939865112,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,66,0,0.6220463514328003,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,67,0,0.6712197065353394,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,68,0,0.604727029800415,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,69,0,0.5845250487327576,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,70,0,0.6472046375274658,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,71,0,0.6271237134933472,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,72,0,0.6242256760597229,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,73,0,0.6250815987586975,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,74,0,0.6043980717658997,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,75,0,0.6172785758972168,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,76,0,0.6505322456359863,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,77,0,0.5969953536987305,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,78,0,0.6344583034515381,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,79,0,0.6276935338973999,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,80,0,0.6414220929145813,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,81,0,0.6066159605979919,feature_space
PatchCore,MVTec-AD,bottle,42,degraded,low_light,moderate,none,82,0,0.5975018739700317,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,0,1,0.9879047870635986,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,1,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,2,1,0.8991059064865112,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,3,1,0.998154878616333,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,4,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,5,1,0.9175294041633606,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,6,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,7,1,0.8634622693061829,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,8,1,0.9702920913696289,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,9,1,0.960944414138794,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,10,1,0.9575510025024414,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,11,1,0.8399776816368103,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,12,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,13,1,0.8985046148300171,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,14,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,15,1,0.9643360376358032,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,16,1,0.930628776550293,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,17,1,0.9941447377204895,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,18,1,0.9440253973007202,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,19,1,0.9252914190292358,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,20,1,0.8000596165657043,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,21,1,0.9541895389556885,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,22,1,0.9561972618103027,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,23,1,0.9193015098571777,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,24,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,25,1,0.7984296083450317,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,26,1,0.9723984003067017,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,27,1,0.8747438192367554,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,28,1,0.7876051068305969,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,29,1,0.9476178288459778,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,30,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,31,1,0.8878031969070435,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,32,1,0.9748484492301941,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,33,1,0.871187686920166,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,34,1,0.8119687438011169,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,35,1,0.7888575792312622,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,36,1,0.9177842140197754,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,37,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,38,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,39,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,40,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,41,1,0.9750325679779053,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,42,1,0.7762622833251953,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,43,1,0.7389304637908936,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,44,1,0.7567571401596069,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,45,1,0.7743011713027954,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,46,1,0.7423632740974426,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,47,1,0.9726576805114746,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,48,1,0.9230306148529053,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,49,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,50,1,0.8136690855026245,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,51,1,0.8582121133804321,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,52,1,0.8612236380577087,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,53,1,0.7839124202728271,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,54,1,0.7723648548126221,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,55,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,56,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,57,1,0.9117544889450073,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,58,1,0.7673416137695312,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,59,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,60,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,61,1,0.7400362491607666,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,62,1,0.761800229549408,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,63,0,0.7597239017486572,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,64,0,0.7701880931854248,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,65,0,0.7789523005485535,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,66,0,0.7638580799102783,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,67,0,0.780597448348999,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,68,0,0.7656848430633545,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,69,0,0.7500150799751282,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,70,0,0.7611316442489624,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,71,0,0.7500662803649902,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,72,0,0.7471311092376709,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,73,0,0.7595921754837036,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,74,0,0.7234851121902466,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,75,0,0.771562397480011,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,76,0,0.7339434027671814,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,77,0,0.7525809407234192,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,78,0,0.7927484512329102,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,79,0,0.7508367300033569,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,80,0,0.777811586856842,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,81,0,0.7590484023094177,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,CLAHE,82,0,0.755645751953125,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,0,1,0.9379812479019165,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,1,1,0.9718389511108398,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,2,1,0.9393923878669739,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,3,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,4,1,0.955388605594635,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,5,1,0.9096925258636475,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,6,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,7,1,0.8529109954833984,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,8,1,0.9578020572662354,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,9,1,0.9713941812515259,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,10,1,0.9433327913284302,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,11,1,0.8459789752960205,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,12,1,1.0,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,13,1,0.8991789221763611,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,14,1,0.9276144504547119,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,15,1,0.9361129999160767,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,16,1,0.8762489557266235,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,17,1,0.9684039354324341,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,18,1,0.9748400449752808,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,19,1,0.8876704573631287,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,20,1,0.788126528263092,feature_space
PatchCore,MVTec-AD,bottle,42,rescued,low_light,moderate,Retinex,21,1,0.9076067805290222,feature_space
